returned_episode_lengths,returned_episode_returns,returned_episode_solved,delay,method,level,execute_horizon
48.3584,0.9760742,0.9428711,0,realtime,worlds/l/hard_lunar_lander.json,6
76.479004,0.9819336,0.86865234,0,realtime,worlds/l/mjc_half_cheetah.json,6
181.38867,0.984375,0.88671875,0,realtime,worlds/l/mjc_swimmer.json,6
207.04492,0.58203125,0.54785156,0,realtime,worlds/l/mjc_walker.json,6
83.83887,0.9916992,0.99316406,0,realtime,worlds/l/h17_unicycle.json,6
48.65869,0.9951172,0.94384766,0,realtime,worlds/l/chain_lander.json,6
69.08838,0.9584961,0.95458984,0,realtime,worlds/l/catcher_v3.json,6
171.10352,0.8105469,0.8574219,0,realtime,worlds/l/trampoline.json,6
57.98291,0.9526367,0.9355469,0,realtime,worlds/l/car_launch.json,6
35.626953,0.9824219,0.9555664,0,bid,worlds/l/grasp_easy.json,6
127.46387,0.6245117,0.6064453,0,bid,worlds/l/catapult.json,6
49.771973,0.99560547,0.99658203,0,bid,worlds/l/cartpole_thrust.json,6
47.81836,0.9707031,0.9394531,0,bid,worlds/l/hard_lunar_lander.json,6
76.98877,0.9770508,0.8642578,0,bid,worlds/l/mjc_half_cheetah.json,6
186.6123,0.97753906,0.87597656,0,bid,worlds/l/mjc_swimmer.json,6
209.82422,0.55322266,0.51708984,0,bid,worlds/l/mjc_walker.json,6
85.01172,0.99853516,0.9970703,0,bid,worlds/l/h17_unicycle.json,6
48.938965,0.9941406,0.9506836,0,bid,worlds/l/chain_lander.json,6
69.30469,0.9482422,0.9506836,0,bid,worlds/l/catcher_v3.json,6
172.17236,0.80322266,0.83691406,0,bid,worlds/l/trampoline.json,6
57.90381,0.9448242,0.9316406,0,bid,worlds/l/car_launch.json,6
35.643066,0.9838867,0.9667969,0,hard_masking,worlds/l/grasp_easy.json,6
130.54248,0.6098633,0.59228516,0,hard_masking,worlds/l/catapult.json,6
49.90918,0.99560547,0.9970703,0,hard_masking,worlds/l/cartpole_thrust.json,6
48.3584,0.9760742,0.9428711,0,hard_masking,worlds/l/hard_lunar_lander.json,6
76.32861,0.9814453,0.8671875,0,hard_masking,worlds/l/mjc_half_cheetah.json,6
181.38867,0.984375,0.88671875,0,hard_masking,worlds/l/mjc_swimmer.json,6
207.06104,0.58740234,0.5517578,0,hard_masking,worlds/l/mjc_walker.json,6
83.83887,0.9916992,0.99316406,0,hard_masking,worlds/l/h17_unicycle.json,6
48.65869,0.9951172,0.94384766,0,hard_masking,worlds/l/chain_lander.json,6
69.0957,0.9584961,0.9560547,0,hard_masking,worlds/l/catcher_v3.json,6
171.10303,0.81103516,0.8574219,0,hard_masking,worlds/l/trampoline.json,6
58.084473,0.95214844,0.9355469,0,hard_masking,worlds/l/car_launch.json,6
35.73828,0.9814453,0.9589844,0,naive,worlds/l/grasp_easy.json,7
137.05176,0.5786133,0.56347656,0,naive,worlds/l/catapult.json,7
50.168945,0.98583984,0.9897461,0,naive,worlds/l/cartpole_thrust.json,7
47.816895,0.96875,0.93408203,0,naive,worlds/l/hard_lunar_lander.json,7
78.11279,0.97509766,0.85302734,0,naive,worlds/l/mjc_half_cheetah.json,7
189.87549,0.9667969,0.86865234,0,naive,worlds/l/mjc_swimmer.json,7
207.27197,0.56396484,0.5253906,0,naive,worlds/l/mjc_walker.json,7
84.04785,0.99658203,0.9946289,0,naive,worlds/l/h17_unicycle.json,7
48.65332,0.99365234,0.9404297,0,naive,worlds/l/chain_lander.json,7
69.2959,0.9189453,0.93408203,0,naive,worlds/l/catcher_v3.json,7
171.73486,0.8076172,0.8466797,0,naive,worlds/l/trampoline.json,7
56.655273,0.9433594,0.9277344,0,naive,worlds/l/car_launch.json,7
35.745117,0.98046875,0.95996094,0,realtime,worlds/l/grasp_easy.json,7
136.95947,0.57910156,0.5649414,0,realtime,worlds/l/catapult.json,7
